Time (s),Absolute load,Accelerator pedal position (%),Actual equivalence/air to fuel ratio (λ),Actual exhaust camshaft retard from max advance position (°),Actual intake camshaft advance from max retard position (°),Catalyst Temperature (%),Desired equivalence/air to fuel ratio (λ),Desired exhaust camshaft retard from max advance position (°),Desired intake camshaft advance from max retard position (°),Engine RPM,Fuel injection pulse width (ms),Ignition timing advance (°),Intake air temperature (°F),Intake manifold absolute pressure (kPa),Knock retard (°),Long term fuel trim (%),Mass airflow (g/s),Short term fuel trim (primary sensor) (%)
-1879.529,1.665,100.0,0.774,15.08,58.5,723.4,0.773,15.0,58.0,5119,3.432,4.0,73,152.0,-0.50,0.0,169.91,-8.7
-1879.421,1.678,100.0,0.773,14.98,58.0,724.4,0.773,15.0,57.3,5210,3.424,4.1,73,154.5,-0.50,0.0,172.83,-9.2
-1879.312,1.674,100.0,0.766,14.94,57.0,725.4,0.773,15.0,56.4,5318,3.267,4.9,73,158.2,-0.50,0.0,170.19,-8.6
-1879.203,1.676,100.0,0.762,14.71,56.3,726.5,0.773,15.0,55.7,5415,3.639,5.0,73,156.9,-0.50,0.0,172.04,-7.8
-1879.095,1.695,100.0,0.770,14.91,55.7,727.6,0.773,15.0,55.1,5497,3.494,5.0,73,159.7,-0.50,0.0,166.30,-5.6
-1878.986,1.697,100.0,0.774,15.30,55.2,728.5,0.772,15.0,55.0,5590,3.581,5.0,73,161.0,-0.50,0.0,206.71,-7.1
-1878.877,1.721,100.0,0.761,15.44,55.3,730.1,0.769,15.0,55.0,5710,3.540,5.0,73,161.3,-0.50,0.0,217.26,-8.6
-1878.769,1.769,100.0,0.756,15.14,55.3,731.4,0.767,15.0,55.0,5800,3.715,5.0,73,164.2,-0.50,0.0,205.40,-8.6
-1878.660,1.776,100.0,0.770,14.71,55.3,732.4,0.765,15.0,55.0,5905,3.805,5.0,73,171.6,-0.50,0.0,202.29,-7.2
-1878.552,1.832,100.0,0.768,14.70,55.3,733.4,0.763,15.0,54.9,5991,3.739,3.6,73,167.5,-0.50,0.0,219.62,-9.0
-1878.443,1.898,100.0,0.800,14.61,54.7,734.3,0.763,15.0,54.3,6065,3.663,3.0,73,173.8,-0.50,0.0,241.70,-10.5
-1878.334,1.898,100.0,0.769,14.74,53.7,735.3,0.763,15.0,53.4,6145,3.755,4.3,73,174.9,-0.50,0.0,235.00,-10.4
-1878.226,1.868,100.0,0.739,15.23,53.1,736.4,0.763,15.0,52.6,6233,3.748,3.7,73,176.8,-0.50,0.0,247.57,-9.6
-1878.117,1.903,100.0,0.773,14.95,52.4,737.8,0.763,15.0,51.8,6315,3.768,3.6,73,172.6,-0.50,0.0,254.34,-9.4
-1878.008,1.892,100.0,0.758,14.88,51.4,739.5,0.763,15.0,51.1,6389,3.943,3.1,74,174.6,-0.50,0.0,260.00,-9.4
-1877.900,1.955,100.0,0.766,15.08,50.3,740.6,0.763,14.9,49.9,6482,4.000,1.9,75,181.6,-0.50,0.0,237.62,-8.9
-1877.791,1.922,100.0,0.780,14.82,49.1,741.5,0.761,14.3,48.3,6583,4.021,2.2,75,180.0,-0.50,0.0,269.80,-8.6
-1877.682,1.957,100.0,0.755,14.13,47.4,742.5,0.759,14.3,46.0,6694,4.090,2.8,75,187.2,-0.50,0.0,244.72,-8.6
-1877.574,1.970,100.0,0.757,14.27,44.4,743.8,0.757,15.1,43.7,6818,4.117,2.9,75,185.3,-0.47,0.0,270.35,-8.9
-1877.465,1.944,100.0,0.765,15.08,44.2,744.9,0.758,14.6,44.1,6769,4.026,2.1,75,184.5,-1.44,0.0,257.13,-8.7
-1877.356,1.953,100.0,0.759,13.83,48.0,745.9,0.761,12.6,48.9,6579,4.191,0.0,75,180.7,-1.44,0.0,228.00,-7.8
-1877.248,1.909,100.0,0.758,12.56,51.4,748.0,0.763,12.1,51.2,6381,4.068,0.0,75,177.0,-1.44,0.0,221.08,-7.6
-1877.139,1.806,100.0,0.783,12.00,53.6,749.4,0.763,12.0,53.9,6094,3.819,0.0,75,172.2,-1.44,0.0,221.90,-6.6
-1877.031,1.729,100.0,0.779,13.01,55.6,750.4,0.765,14.1,54.8,5790,3.816,0.0,76,164.8,-1.44,0.0,215.65,-5.5
-1876.922,1.667,100.0,0.766,14.30,55.6,751.6,0.771,15.0,55.7,5464,3.532,0.4,79,159.5,-1.44,0.0,209.02,-5.5
-1876.813,1.627,100.0,0.762,14.79,57.5,752.8,0.773,15.0,56.9,5225,3.762,3.5,79,155.9,-1.43,0.0,191.69,-5.5
-1876.705,1.648,100.0,0.764,14.98,56.9,753.9,0.773,15.0,56.8,5289,3.395,4.0,79,154.0,-1.41,0.0,171.85,-5.5
-1876.596,1.668,100.0,0.773,14.96,56.8,755.7,0.773,15.0,56.4,5319,3.213,4.0,79,154.2,-1.39,0.0,176.59,-6.8
-1876.487,1.640,100.0,0.772,14.65,56.6,757.4,0.773,15.0,56.2,5356,3.325,4.0,79,159.0,-1.37,0.0,175.68,-7.7
-1876.379,1.655,100.0,0.765,14.58,56.0,758.4,0.773,15.0,55.9,5389,3.438,4.0,79,157.1,-1.34,0.0,190.18,-6.7
-1876.270,1.641,100.0,0.758,14.69,55.7,759.4,0.773,15.0,55.7,5403,3.429,4.0,79,155.3,-1.30,0.0,172.36,-6.3
-1876.161,1.690,100.0,0.781,15.11,55.7,760.5,0.773,15.0,55.7,5417,3.428,4.0,79,156.7,-1.25,0.0,178.98,-5.3
-1876.053,1.691,100.0,0.758,15.30,55.7,761.6,0.773,15.0,55.5,5436,3.491,4.3,79,157.0,-1.20,0.0,182.91,-7.0
-1875.944,1.690,100.0,0.772,15.22,55.4,762.6,0.773,15.0,55.3,5462,3.496,4.3,79,159.9,-1.16,0.0,186.93,-8.2
-1875.835,1.684,93.3,0.773,14.96,55.4,763.6,0.773,15.0,55.1,5484,3.524,4.2,79,159.6,-1.11,0.0,196.14,-6.6
-1875.727,1.703,81.1,0.780,15.18,55.3,764.8,0.773,15.0,55.0,5519,3.563,4.5,79,158.3,-1.08,0.0,176.57,-6.2
-1875.618,1.660,64.0,0.775,15.07,55.3,766.4,0.772,15.0,55.0,5564,3.542,4.5,79,158.6,-1.05,0.0,183.64,-6.0
-1875.510,1.635,48.4,0.773,15.18,55.2,767.4,0.770,15.0,55.0,5636,3.533,4.5,79,157.7,-1.02,0.0,196.11,-5.4
-1875.401,1.621,27.1,0.767,15.03,55.2,768.4,0.771,15.0,54.1,5709,3.440,4.9,79,154.3,-0.99,0.0,176.61,-5.5
-1875.292,1.161,7.0,0.766,12.02,53.6,769.2,0.775,7.1,45.4,5616,3.238,5.8,79,134.9,-0.96,0.0,114.06,5.2
-1875.184,0.626,0.0,0.849,1.87,42.2,769.7,0.784,4.5,28.6,4974,1.374,5.2,79,79.5,-0.17,0.0,40.64,19.0
-1875.075,0.268,0.0,0.975,1.41,29.9,770.1,0.796,4.5,28.6,4340,0.591,4.8,79,34.6,0.00,1.1,8.76,17.2
-1874.966,0.152,0.0,1.031,2.90,28.6,770.4,0.880,4.3,28.6,3962,0.488,17.0,81,25.8,0.00,1.6,8.61,19.2
-1874.858,0.139,0.0,0.971,3.45,28.3,770.9,1.000,4.4,28.4,4007,0.488,21.4,82,24.1,0.00,1.6,10.85,0.0
-1874.749,0.144,0.0,0.941,3.64,28.6,771.4,1.000,4.4,28.5,3972,0.488,21.0,82,23.6,0.00,1.6,10.41,0.0
-1874.640,0.149,0.0,1.013,3.76,28.5,771.9,1.000,4.4,28.4,3976,0.488,21.0,82,24.7,0.00,1.6,9.63,0.0
-1874.532,0.143,0.0,1.217,3.81,28.4,772.2,1.159,4.4,28.4,3970,0.073,21.4,82,23.7,0.00,1.6,11.15,0.0
-1874.423,0.131,0.0,1.589,3.78,28.5,772.5,1.934,4.3,28.5,3949,0.000,35.0,81,23.0,0.00,1.6,7.30,0.0
-1874.314,0.140,0.0,1.992,3.86,28.6,772.8,1.999,4.2,28.6,3928,0.000,40.4,81,23.0,0.00,1.6,7.55,0.0
-1874.206,0.151,0.0,1.992,3.90,28.6,773.1,1.999,4.1,28.6,3915,0.000,44.8,81,23.9,0.00,1.6,11.80,0.0
-1874.097,0.137,0.0,1.992,3.77,28.7,773.4,1.999,4.0,28.6,3902,0.000,39.8,81,23.0,0.00,1.6,8.44,0.0
-1873.989,0.127,0.0,1.992,3.83,29.0,773.7,1.999,4.0,28.7,3890,0.000,36.7,81,23.0,0.00,1.6,8.96,0.0
-1873.880,0.138,0.0,1.992,4.00,28.9,773.9,1.999,3.9,28.7,3874,0.000,39.4,81,24.4,0.00,1.6,9.90,0.0
-1873.771,0.150,0.0,1.992,3.70,28.9,774.2,1.999,3.5,28.9,3800,0.000,43.2,81,23.7,0.00,1.6,8.41,0.0
-1873.663,0.144,0.0,1.992,2.95,29.2,774.4,1.999,2.4,29.3,3666,0.000,42.3,81,23.5,0.00,1.6,6.73,0.0
-1873.554,0.144,0.0,1.992,0.62,29.8,774.6,1.999,0.6,29.8,3523,0.000,41.2,81,24.4,0.00,1.6,7.66,0.0
-1873.445,0.151,0.0,1.992,0.17,32.3,775.1,1.999,0.0,33.6,3272,0.000,39.1,81,24.6,0.00,1.6,9.07,0.0
-1873.337,0.145,0.0,1.992,0.23,34.4,775.2,1.999,0.0,34.9,2901,0.000,34.1,81,23.0,0.00,1.6,6.47,0.0
-1873.228,0.132,0.0,1.992,0.14,35.3,775.4,1.999,0.0,35.0,2674,0.000,39.9,81,20.7,0.00,1.6,4.39,0.0
-1873.119,0.113,0.0,1.992,0.13,35.1,775.5,1.999,0.0,35.0,2680,0.000,38.6,81,20.0,0.00,1.6,2.97,0.0
-1873.011,0.096,0.0,1.992,0.19,35.1,775.6,1.999,0.0,35.0,2706,0.000,35.7,81,20.2,0.00,1.6,2.89,0.0
-1872.902,0.107,0.0,1.992,0.11,35.1,775.7,1.999,0.0,35.0,2707,0.000,38.4,81,23.0,0.00,1.6,7.62,0.0
-1872.793,0.136,0.0,1.992,0.04,35.1,775.8,1.999,0.0,35.0,2694,0.000,38.4,81,22.9,0.00,1.6,5.85,0.0
-1872.685,0.126,0.0,1.992,0.13,35.1,775.9,1.999,0.0,35.0,2682,0.000,39.6,81,21.2,0.00,1.6,4.84,0.0
-1872.576,0.122,0.0,1.992,0.15,35.2,776.0,1.999,0.0,35.0,2673,0.000,40.2,81,21.0,0.00,1.6,5.52,0.0
-1872.468,0.108,0.0,1.992,0.23,35.0,776.0,1.999,0.0,35.0,2666,0.000,38.7,81,20.2,0.00,1.6,4.96,0.0
-1872.359,0.114,0.0,1.992,0.07,35.1,776.1,1.999,0.0,35.0,2658,0.000,37.9,81,20.6,0.00,1.6,5.78,0.0
-1872.250,0.113,0.0,1.992,0.01,35.1,776.2,1.999,0.0,35.0,2648,0.000,39.4,81,21.0,0.00,1.6,5.31,0.0
-1872.142,0.114,0.0,1.992,0.00,34.9,776.3,1.999,0.0,35.0,2641,0.000,39.2,81,21.5,0.00,1.6,3.93,0.0
-1872.033,0.118,0.0,1.992,0.13,35.3,776.4,1.999,0.0,35.0,2630,0.000,40.1,82,21.6,0.00,1.6,4.68,0.0
-1871.924,0.121,0.0,1.992,0.15,35.3,776.4,1.999,0.0,35.0,2619,0.000,40.9,82,21.0,0.00,1.6,5.27,0.0
-1871.816,0.129,0.0,1.992,0.10,35.0,776.5,1.999,0.0,35.0,2612,0.000,41.8,82,20.8,0.00,1.6,6.28,0.0
-1871.707,0.125,0.0,1.992,0.09,35.2,776.5,1.999,0.0,35.0,2608,0.000,41.6,82,20.0,0.00,1.6,8.22,0.0
-1871.598,0.122,0.0,1.992,0.09,35.5,776.6,1.999,0.0,35.0,2602,0.000,40.2,82,20.0,0.00,1.6,4.64,0.0
-1871.490,0.102,0.0,1.992,0.00,35.4,776.7,1.999,0.0,35.0,2592,0.000,37.9,82,20.0,0.00,1.6,2.67,0.0
-1871.381,0.104,0.0,1.992,0.00,35.2,776.7,1.999,0.0,35.0,2582,0.000,37.6,82,21.4,0.00,1.6,4.89,0.0
-1871.272,0.119,0.0,1.992,0.00,35.1,776.8,1.999,0.0,35.0,2576,0.000,40.1,82,22.0,0.00,1.6,5.14,0.0
-1871.164,0.123,0.0,1.992,0.00,35.3,776.8,1.999,0.0,35.0,2570,0.000,42.5,82,22.0,0.00,1.6,4.34,0.0
-1871.055,0.123,0.0,1.992,0.00,35.0,776.9,1.999,0.0,35.0,2559,0.000,42.6,82,22.0,0.00,1.6,4.49,0.0
-1870.947,0.127,0.0,1.992,0.00,35.2,777.0,1.999,0.0,35.0,2556,0.000,43.6,82,21.6,0.00,1.6,5.24,0.0
-1870.838,0.126,0.0,1.992,0.00,35.3,777.0,1.999,0.0,35.0,2549,0.000,43.9,82,20.6,0.00,1.6,5.80,0.0
-1870.729,0.115,0.0,1.992,0.00,35.1,777.1,1.999,0.0,35.0,2538,0.000,42.5,82,20.0,0.00,1.6,4.63,0.0
-1870.621,0.103,0.0,1.992,0.00,35.4,777.1,1.999,0.0,35.0,2532,0.000,39.0,82,20.3,0.00,1.6,3.94,0.0
-1870.512,0.099,0.0,1.992,0.00,35.1,777.1,1.999,0.0,35.0,2524,0.000,38.2,82,21.1,0.00,1.6,3.60,0.0
-1870.403,0.106,0.0,1.992,0.00,35.0,777.1,1.999,0.0,35.0,2516,0.000,40.4,82,22.8,0.00,1.6,4.36,0.0
-1870.295,0.129,0.0,1.992,0.00,35.0,777.2,1.999,0.0,35.0,2510,0.000,43.9,82,23.0,0.00,1.6,6.95,0.0
-1870.186,0.118,0.0,1.992,0.00,35.0,777.2,1.999,0.0,35.0,2503,0.000,44.4,82,22.1,0.00,1.6,4.54,0.0
-1870.077,0.121,0.0,1.992,0.00,35.2,777.3,1.999,0.0,35.0,2496,0.000,44.2,82,22.0,0.00,1.6,4.92,0.0
-1869.969,0.119,0.0,1.992,0.00,34.9,777.3,1.999,0.0,35.0,2490,0.000,44.4,82,21.4,0.00,1.6,5.45,0.0
-1869.860,0.120,0.0,1.992,0.00,35.3,777.3,1.999,0.0,35.0,2482,0.000,44.0,82,21.0,0.00,1.6,5.05,0.0
-1869.751,0.115,0.0,1.992,0.00,35.4,777.4,1.999,0.0,35.0,2478,0.000,43.3,82,21.5,0.00,1.6,4.10,0.0
-1869.643,0.108,0.0,1.992,0.00,34.9,777.4,1.999,0.0,35.0,2471,0.000,40.9,82,21.6,0.00,1.6,3.83,0.0
-1869.534,0.104,0.0,1.992,0.00,34.9,777.5,1.999,0.0,35.0,2460,0.000,40.0,82,21.0,0.00,1.6,4.18,0.0
-1869.426,0.105,0.0,1.992,0.00,35.0,777.5,1.999,0.0,35.0,2453,0.000,39.5,82,21.0,0.00,1.6,4.19,0.0
-1869.317,0.114,0.0,1.992,0.00,35.0,777.5,1.999,0.0,35.0,2448,0.000,41.1,82,21.0,0.00,1.6,4.29,0.0
-1869.208,0.118,0.0,1.992,0.00,34.9,777.5,1.999,0.0,35.0,2439,0.000,41.9,82,22.0,0.00,1.6,5.66,0.0
-1869.100,0.118,0.0,1.992,0.00,34.9,777.5,1.999,0.0,35.0,2430,0.000,41.7,82,22.0,0.00,1.6,5.10,0.0
-1868.991,0.121,0.0,1.992,0.00,35.0,777.6,1.999,0.0,35.0,2423,0.000,42.0,82,21.3,0.00,1.6,5.70,0.0
-1868.882,0.125,0.0,1.992,0.00,35.1,777.6,1.999,0.0,35.0,2413,0.000,42.3,82,21.0,0.00,1.6,5.62,0.0
-1868.774,0.112,0.0,1.992,0.00,35.3,777.6,1.999,0.0,35.0,2412,0.000,40.4,82,19.7,0.00,1.6,3.99,0.0
-1868.665,0.102,0.0,1.992,0.00,34.6,777.6,1.999,0.0,35.0,2408,0.000,37.4,82,20.1,0.00,1.6,3.53,0.0
-1868.556,0.103,0.0,1.992,0.00,35.3,777.7,1.999,0.0,35.0,2402,0.000,37.6,82,21.4,0.00,1.6,4.78,0.0
-1868.448,0.111,0.0,1.992,0.00,35.4,777.7,1.999,0.0,35.0,2394,0.000,40.7,82,21.6,0.00,1.6,5.13,0.0
-1868.339,0.111,0.0,1.992,0.00,35.4,777.7,1.999,0.0,35.0,2386,0.000,38.6,82,21.3,0.00,1.6,4.15,0.0
-1868.230,0.106,0.0,1.992,0.00,35.5,777.7,1.999,0.0,35.0,2379,0.000,37.4,82,22.1,0.00,1.6,3.51,0.0
-1868.122,0.106,0.0,1.992,0.00,35.4,777.7,1.999,0.0,35.0,2370,0.000,37.3,82,22.8,0.00,1.6,5.47,0.0
-1868.013,0.109,0.0,1.992,0.00,35.2,777.7,1.999,0.0,35.0,2360,0.000,37.3,82,22.3,0.00,1.6,4.08,0.0
-1867.905,0.112,0.0,1.992,0.00,35.4,777.7,1.999,0.0,35.0,2352,0.000,37.2,82,22.6,0.00,1.6,3.90,0.0
-1867.796,0.114,0.0,1.992,0.00,35.2,777.7,1.999,0.0,35.0,2352,0.000,37.6,82,22.6,0.00,1.6,4.56,0.0
-1867.687,0.114,0.0,1.992,0.00,35.0,777.8,1.999,0.0,35.0,2348,0.000,38.4,82,21.8,0.00,1.6,4.70,0.0
-1867.579,0.114,0.0,1.992,0.00,35.0,777.8,1.999,0.0,35.0,2341,0.000,38.5,82,21.0,0.00,1.6,4.56,0.0
-1867.470,0.113,0.0,1.992,0.00,35.1,777.8,1.999,0.0,35.0,2336,0.000,37.1,82,21.0,0.00,1.6,4.37,0.0
-1867.361,0.103,0.0,1.992,0.00,35.2,777.8,1.999,0.0,35.0,2335,0.000,36.2,82,21.0,0.00,1.6,4.56,0.0
-1867.253,0.109,0.0,1.992,0.00,35.4,777.8,1.999,0.0,35.0,2334,0.000,36.2,82,21.7,0.00,1.6,4.49,0.0
-1867.144,0.107,0.0,1.992,0.00,35.0,777.8,1.999,0.0,35.0,2327,0.000,36.2,82,21.4,0.00,1.6,3.84,0.0
-1867.035,0.103,0.0,1.992,0.00,34.9,777.8,1.999,0.0,35.0,2317,0.000,35.4,82,21.0,0.00,1.6,3.15,0.0
-1866.927,0.102,0.0,1.992,0.00,35.0,777.8,1.999,0.0,35.0,2311,0.000,35.0,82,21.5,0.00,1.6,3.20,0.0
-1866.818,0.102,0.0,1.992,0.00,35.4,777.8,1.999,0.0,35.0,2307,0.000,34.9,82,22.5,0.00,1.6,4.45,0.0
-1866.709,0.105,0.0,1.992,0.00,35.1,777.8,1.999,0.0,35.0,2277,0.000,34.5,82,23.0,0.00,1.6,5.13,0.0
-1866.601,0.110,0.0,1.992,0.00,35.0,777.8,1.999,0.0,35.0,2272,0.000,34.1,82,22.9,0.00,1.6,3.44,0.0
-1866.492,0.110,0.0,1.992,0.00,35.0,777.8,1.999,0.0,35.0,2275,0.000,34.0,82,22.1,0.00,1.6,5.17,0.0
-1866.384,0.116,0.0,1.992,0.00,34.8,777.8,1.999,0.0,35.0,2281,0.000,34.7,82,22.0,0.00,1.6,6.60,0.0
-1866.275,0.107,0.0,1.992,0.00,34.8,777.8,1.999,0.0,35.0,2284,0.000,35.1,82,21.3,0.00,1.6,4.32,0.0
-1866.166,0.102,0.0,1.992,0.00,35.3,777.8,1.999,0.0,35.0,2278,0.000,34.0,82,21.4,0.00,1.6,2.98,0.0
-1866.058,0.105,0.0,1.992,0.00,35.5,777.8,1.999,0.0,35.0,2271,0.000,34.0,84,22.2,0.00,1.6,4.99,0.0
-1865.949,0.114,0.0,1.992,0.00,35.3,777.8,1.999,0.0,35.0,2264,0.000,35.8,84,22.9,0.00,1.6,4.51,0.0
-1865.840,0.114,0.0,1.992,0.00,35.0,777.8,1.999,0.0,35.0,2260,0.000,35.6,84,21.6,0.00,1.6,4.44,0.0
-1865.732,0.108,0.0,1.992,0.00,35.1,777.8,1.999,0.0,35.0,2259,0.000,34.4,84,21.4,0.00,1.6,3.87,0.0
-1865.623,0.103,0.0,1.992,0.00,35.0,777.8,1.999,0.0,35.0,2256,0.000,34.1,84,22.1,0.00,1.6,3.08,0.0
-1865.514,0.105,0.0,1.992,0.00,35.1,777.8,1.999,0.0,35.0,2252,0.000,33.7,84,22.9,0.00,1.6,4.45,0.0
-1865.406,0.116,0.0,1.992,0.00,35.3,777.7,1.999,0.0,35.1,2248,0.000,35.6,84,23.0,0.00,1.6,4.77,0.0
-1865.297,0.116,0.2,1.992,0.00,35.4,777.7,1.884,0.0,35.4,2243,0.000,40.3,84,22.0,0.00,1.6,3.87,0.0
-1865.188,0.108,0.9,1.992,0.07,34.0,777.7,1.107,7.1,33.3,2253,0.313,30.8,84,20.6,0.00,1.6,1.89,0.0
-1865.080,0.127,5.4,1.992,1.24,31.7,777.7,0.934,22.6,30.5,2271,0.534,32.9,84,26.8,0.00,1.6,3.35,0.0
-1864.971,0.212,7.3,1.992,10.07,30.2,777.6,0.903,39.9,31.5,2281,0.677,36.4,84,35.0,0.00,1.6,14.21,0.0
-1864.863,0.262,8.1,1.736,23.14,32.2,777.5,0.903,39.9,32.1,2270,0.862,34.4,84,41.5,0.00,1.6,17.43,0.0
-1864.754,0.297,8.5,1.162,34.20,35.4,777.3,0.904,38.4,37.1,2274,0.892,32.0,84,48.7,0.00,1.6,18.90,0.0
-1864.645,0.342,8.5,0.864,37.78,37.6,776.9,0.905,38.4,36.5,2281,0.872,28.2,84,55.3,0.00,1.6,20.40,0.0
-1864.537,0.386,8.5,0.826,38.70,35.7,776.5,0.904,38.9,34.9,2281,0.892,26.0,82,59.6,0.00,1.6,20.70,0.0
-1864.428,0.394,8.5,0.865,38.96,34.9,776.1,0.904,39.0,35.2,2280,0.903,26.0,82,61.0,0.00,1.6,21.23,0.0
-1864.319,0.394,8.5,0.885,39.09,35.2,775.8,0.904,39.1,34.7,2274,0.910,26.0,82,61.5,0.00,1.6,17.58,0.0
-1864.211,0.418,8.1,0.892,39.36,33.1,775.5,0.903,41.0,26.4,2271,0.936,25.3,82,64.0,0.00,1.6,20.51,-0.6
-1864.102,0.393,4.0,0.896,38.28,25.4,775.0,0.904,43.5,15.2,2266,0.832,26.3,82,63.1,0.00,1.6,16.44,-0.8
-1863.993,0.320,4.4,0.877,34.77,15.5,774.4,0.903,40.7,11.8,2260,0.705,32.1,82,54.5,0.00,1.6,10.38,-2.1
-1863.885,0.270,6.3,0.892,41.84,8.7,774.2,0.903,41.4,16.1,2259,0.672,36.2,81,53.6,0.00,1.6,8.98,-2.0
-1863.776,0.275,7.9,0.902,41.34,21.3,774.0,0.902,40.5,27.7,2266,0.798,35.5,81,55.9,0.00,1.6,11.53,-0.1
-1863.667,0.345,7.5,0.906,40.15,28.7,773.5,0.904,39.9,31.5,2268,0.899,28.6,81,58.3,0.00,1.6,17.87,-0.8
-1863.559,0.376,7.9,0.904,39.65,31.1,773.0,0.904,40.0,31.1,2266,0.871,27.0,81,59.9,0.00,1.6,17.98,-1.9
-1863.450,0.380,7.6,0.894,39.35,31.2,772.7,0.917,40.1,30.7,2262,0.833,26.8,81,62.7,0.00,1.6,15.80,-0.5
-1863.342,0.387,7.5,0.944,39.49,31.1,772.3,0.961,40.0,31.2,2259,0.814,28.6,81,63.0,0.00,1.6,15.85,1.6
-1863.233,0.391,7.7,0.979,39.45,31.8,771.7,0.994,39.5,32.5,2258,0.796,30.2,81,63.0,0.00,1.6,16.44,2.1
-1863.124,0.394,8.3,1.019,39.16,34.8,771.5,0.996,37.6,40.0,2263,0.820,28.9,81,64.3,0.01,1.6,16.46,2.2
-1863.016,0.407,9.0,1.025,37.57,45.4,771.4,0.997,35.1,59.4,2259,0.871,24.0,81,66.4,0.02,1.6,17.74,3.1
-1862.907,0.426,9.0,0.988,34.84,62.8,771.3,0.997,32.0,70.8,2261,0.858,15.3,81,66.7,0.03,1.6,21.33,-0.8
-1862.798,0.435,9.0,0.964,30.59,70.4,771.1,0.996,28.4,74.0,2263,0.875,15.0,81,66.5,0.04,1.6,20.17,-0.8
-1862.690,0.441,9.0,0.966,26.51,73.2,770.9,0.997,26.6,74.0,2267,0.898,15.0,81,69.0,0.05,1.6,17.99,-0.0
-1862.581,0.461,8.5,0.968,24.59,73.9,770.6,0.996,26.2,74.0,2271,0.904,13.4,81,68.7,0.06,1.6,20.85,-1.3
-1862.472,0.452,8.5,0.992,23.96,73.9,770.2,0.997,25.6,74.0,2267,0.896,13.0,81,66.3,0.07,1.6,20.40,0.1
-1862.364,0.444,8.5,0.977,23.80,73.8,770.1,0.997,25.5,74.0,2263,0.874,13.0,81,65.1,0.08,1.6,17.32,-0.9
-1862.255,0.436,8.5,0.977,23.81,73.8,770.0,0.997,25.6,74.0,2266,0.862,13.2,81,64.2,0.10,1.6,18.64,-1.6
-1862.146,0.430,8.5,0.984,24.37,73.8,769.8,0.997,25.6,74.0,2265,0.868,14.0,81,64.6,0.11,1.6,18.01,-1.6
-1862.038,0.429,8.5,0.974,25.34,73.6,769.5,0.997,25.6,74.0,2264,0.857,15.0,81,65.0,0.12,1.6,17.97,-1.8
-1861.929,0.434,8.6,0.969,25.26,73.9,769.4,0.997,25.6,74.0,2268,0.863,14.8,81,65.0,0.13,1.6,19.29,-2.4
-1861.820,0.443,9.0,0.969,25.16,73.9,769.3,0.997,25.6,74.0,2265,0.883,13.1,81,65.7,0.14,1.6,19.02,-3.1
-1861.712,0.452,9.0,0.969,25.25,73.8,769.0,0.997,25.6,74.0,2266,0.883,13.0,81,68.1,0.15,1.6,18.60,-3.8
-1861.603,0.458,9.0,0.969,25.36,73.8,768.8,0.997,25.6,74.0,2266,0.891,13.0,81,68.9,0.16,1.6,20.05,-3.9
-1861.495,0.456,9.0,0.975,25.74,73.7,768.7,0.997,25.6,74.0,2263,0.899,13.2,81,68.3,0.17,1.6,20.85,-3.5
-1861.386,0.453,9.2,0.977,25.92,73.7,768.5,0.997,25.6,74.0,2262,0.888,13.4,81,67.4,0.18,1.6,20.12,-3.4
-1861.277,0.458,9.6,0.984,25.60,73.7,768.4,0.997,25.6,74.0,2263,0.888,13.0,81,67.3,0.19,1.6,18.48,-3.8
-1861.169,0.472,10.0,0.992,25.35,73.7,768.3,0.997,25.6,74.0,2265,0.915,13.0,81,68.1,0.20,1.6,17.20,-3.3
-1861.060,0.483,10.0,0.991,25.31,73.7,768.3,0.997,25.6,74.0,2270,0.932,12.7,81,71.0,0.21,1.6,20.20,-3.7
-1860.951,0.496,10.0,0.985,25.48,73.7,768.3,0.996,25.6,74.0,2276,0.953,11.8,81,71.0,0.22,1.6,20.71,-3.9
-1860.843,0.512,10.0,0.984,25.27,73.9,768.3,0.996,25.6,74.0,2279,0.982,11.0,81,71.5,0.23,1.6,21.62,-4.1
-1860.734,0.520,10.0,0.981,25.33,74.0,768.2,0.996,25.6,74.0,2280,0.970,11.0,81,72.3,0.24,1.6,22.58,-4.7
-1860.625,0.517,10.0,0.974,25.38,74.0,768.2,0.996,25.6,74.0,2281,0.984,11.0,81,72.9,0.24,1.6,22.88,-4.7
-1860.517,0.510,10.0,0.970,25.43,73.9,768.1,0.996,25.6,74.0,2282,0.975,11.0,81,72.1,0.25,1.6,24.08,-5.7
-1860.408,0.519,10.0,0.975,25.56,73.7,768.0,0.996,25.6,74.0,2283,0.967,10.8,81,72.0,0.25,1.6,24.53,-5.9
-1860.299,0.520,10.0,0.972,25.52,73.7,768.0,0.996,25.6,74.0,2283,0.984,10.7,81,72.4,0.26,1.6,24.02,-6.1
-1860.191,0.519,10.0,0.969,25.50,73.7,767.9,0.996,25.6,74.0,2285,0.970,11.4,81,72.4,0.26,1.6,23.06,-7.8
-1860.082,0.522,10.4,0.970,25.48,73.8,767.9,0.996,25.6,74.0,2290,0.973,10.8,81,70.1,0.27,1.6,23.06,-6.6
-1859.974,0.525,10.2,0.976,25.43,73.7,767.8,0.996,25.6,74.0,2291,0.973,10.5,81,71.5,0.27,1.6,24.31,-6.3
